input_title,input_language,language_level,librivox_id,librivox_title,librivox_language,librivox_url,librivox_text_source,librivox_cover_thumbnail,gutenberg_id,title,authors,language,subjects,description,credits,issued,cover_small,cover_medium,landing_url,text_url,saved_text_path,saved_text_path_raw
The Aesop for Children,Spanish,A1,,Librivox,,https://librivox.org/,https://www.gutenberg.org/ebooks/19994,,19994,"The Aesop for Children
With pictures by Milo Winter",Aesop,en,Folklore | Fables | Aesop's fables -- Adaptations | PZ,,,2006-12-02,https://www.gutenberg.org/cache/epub/19994/pg19994.cover.small.jpg,https://www.gutenberg.org/cache/epub/19994/pg19994.cover.medium.jpg,https://www.gutenberg.org/ebooks/19994,https://www.gutenberg.org/ebooks/19994.txt.utf-8,/home/rus/personal/projects/learn_languages/assets/databases/out/books/gutenberg_19994_the-aesop-for-children-with-pictures-by-milo-winter.clean.txt,/home/rus/personal/projects/learn_languages/assets/databases/out/books/gutenberg_19994_the-aesop-for-children-with-pictures-by-milo-winter.txt
